"_","Insight_Name__c","Increment_Data__c"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001145""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000923""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000879""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001543""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001872""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001470""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001749""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000526""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001315""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001324""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001562""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001148""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001709""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000407""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000883""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000579""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000451""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001109""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001292""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000589""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001688""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000539""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001286""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001662""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000843""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000600""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000625""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000458""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000702""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001311""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001524""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000436""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001050""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001525""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000388""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000855""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""6"", ""claim_numnber__c"": ""000000414""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001448""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001789""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001565""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000438""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000672""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000379""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""4"", ""claim_numnber__c"": ""000001207""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001172""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001100""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001255""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""4"", ""claim_numnber__c"": ""000001215""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000891""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000881""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000519""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000428""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001741""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001155""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001686""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001673""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000432""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000947""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001477""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001605""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000720""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000614""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001755""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001553""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000525""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""2"", ""claim_numnber__c"": ""000000365""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001188""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001757""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000842""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001566""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001691""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000812""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000941""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001222""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001177""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001745""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001032""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001770""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000490""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001400""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000389""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001343""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000709""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001407""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000400""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001348""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001336""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000802""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000502""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001240""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000767""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001323""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001043""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001398""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000801""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000951""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001885""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001507""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000692""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001816""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001752""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001244""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001006""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000829""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001584""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000367""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001509""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001046""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000710""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001685""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000834""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000997""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001257""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000483""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001877""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000714""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000510""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001805""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001081""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001427""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000671""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000765""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001211""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001450""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001858""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001241""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000626""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001700""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""2"", ""claim_numnber__c"": ""000001860""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001208""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001436""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001627""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001608""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001630""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000955""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000553""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000398""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001069""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001285""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000651""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001510""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000666""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001007""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000437""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001265""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000653""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001494""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001254""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000976""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000517""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001782""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000001297""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000640""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001156""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000557""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""2"", ""claim_numnber__c"": ""000000449""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001550""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000493""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001320""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001000""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000956""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000592""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001645""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001612""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001802""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000752""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000372""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000958""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001560""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001653""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000591""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000396""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""0"", ""claim_numnber__c"": ""000000523""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000798""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001758""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001421""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001613""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000001785""}"
"[Smart_Sync_Stage__c]","Warranty_Parts_Per_Claims_Dup2","{""number_of_inst_part__c"": ""1"", ""claim_numnber__c"": ""000000620""}"
